Date,Open,High,Low,Close,Volume,Adj Close
2014-06-05,64.75,64.75,64.00,64.05,1677700,63.53
2014-06-04,64.40,64.50,64.25,64.40,2942800,63.88
2014-06-03,65.20,65.20,64.00,64.45,6765400,63.93
2014-06-02,63.80,63.80,63.80,63.80,000,63.28
2014-05-30,63.50,63.95,63.10,63.80,9206500,63.28
2014-05-29,63.75,64.00,63.55,63.80,2374400,62.74
2014-05-28,63.85,64.00,63.65,63.85,3966100,62.79
2014-05-27,63.80,64.00,63.75,63.90,3174100,62.84
2014-05-26,63.60,63.85,63.20,63.65,1625900,62.60
2014-05-23,63.40,63.70,63.20,63.55,1593900,62.50
2014-05-22,63.65,63.75,63.35,63.60,1553200,62.55
2014-05-21,63.50,63.65,63.35,63.55,1947800,62.50
2014-05-20,63.45,63.65,63.25,63.55,2867300,62.50
2014-05-19,63.40,63.45,62.95,63.40,2164200,62.35
2014-05-16,63.00,63.35,62.85,63.25,2378900,62.20
2014-05-15,63.00,63.50,62.50,63.40,5356100,62.35
2014-05-14,62.65,62.65,62.00,62.65,2207300,61.61
2014-05-13,62.95,62.95,61.50,62.45,2470800,61.42
2014-05-12,61.85,62.50,61.75,62.45,4429500,61.42
2014-05-09,61.55,61.80,61.30,61.65,1542900,60.63
2014-05-08,62.20,62.20,61.60,62.10,3709900,61.07
2014-05-07,61.00,61.80,60.60,61.70,3361300,60.68
2014-05-06,61.00,61.00,61.00,61.00,000,59.99
2014-05-05,61.75,62.20,61.00,61.00,2041200,59.99
2014-05-02,61.70,62.20,61.10,62.05,1981200,61.02
2014-05-01,62.00,62.00,62.00,62.00,000,60.97
2014-04-30,62.25,62.25,61.45,62.00,2869500,60.97
2014-04-29,61.35,62.30,61.35,62.25,3879300,61.22
2014-04-28,60.40,61.50,60.10,61.35,2538100,60.34
2014-04-25,61.35,61.55,60.05,60.35,2008200,59.35
2014-04-24,61.80,61.85,61.35,61.70,1512400,60.68
2014-04-23,62.20,62.20,61.05,61.65,1917400,60.63
2014-04-22,61.70,62.10,61.50,61.85,1824900,60.83
2014-04-21,61.75,61.75,61.75,61.75,000,60.73
2014-04-18,61.75,61.75,61.75,61.75,000,60.73
2014-04-17,62.25,62.25,61.55,61.75,1118300,60.73
2014-04-16,61.60,62.10,61.55,62.10,2257900,61.07
2014-04-15,62.25,62.25,61.60,61.65,2353800,60.63
2014-04-14,61.25,62.00,61.25,61.95,3744800,60.93
2014-04-11,61.85,62.00,61.20,61.45,3443000,60.43
2014-04-10,60.90,61.40,60.70,61.35,2802100,60.34
2014-04-09,60.75,61.45,60.65,61.45,4108900,60.43
2014-04-08,60.10,60.65,59.80,60.60,2887900,59.60
2014-04-07,59.75,60.20,59.70,59.80,1679400,58.81
2014-04-04,59.40,59.90,59.40,59.85,1527800,58.86
2014-04-03,59.65,59.80,59.30,59.70,2239100,58.71
2014-04-02,59.25,59.75,58.70,59.35,2296600,58.37
2014-04-01,59.00,59.15,58.50,59.10,2104600,58.12
2014-03-31,59.00,59.00,58.25,58.50,2277100,57.53
2014-03-28,58.75,59.00,58.35,58.65,1595900,57.68
2014-03-27,58.30,58.55,58.15,58.45,1883100,57.48
2014-03-26,57.50,58.15,57.40,58.05,1952300,57.09
2014-03-25,57.40,57.45,56.50,57.20,1580800,56.25
2014-03-24,56.90,57.45,56.50,57.30,2604900,56.35
2014-03-21,56.45,56.65,56.00,56.30,3893000,55.37
2014-03-20,57.30,57.35,56.00,56.30,4605400,55.37
2014-03-19,58.10,58.15,57.15,57.50,2696900,56.55
2014-03-18,57.95,58.10,57.15,57.95,3318400,56.99
2014-03-17,57.75,58.00,57.30,57.40,2181700,56.45
2014-03-14,58.45,58.45,57.90,58.00,2429300,57.04
2014-03-13,58.60,58.85,58.05,58.20,2578200,57.24
2014-03-12,59.20,59.45,58.50,58.75,2871900,57.78
2014-03-11,60.30,60.95,59.90,60.80,2272300,58.83
2014-03-10,60.25,60.70,60.15,60.50,2081100,58.54
2014-03-07,60.80,61.10,60.60,60.95,3192300,58.98
2014-03-06,60.25,61.10,60.25,60.65,1886200,58.69
2014-03-05,61.10,61.10,60.00,60.45,3128700,58.49
2014-03-04,60.15,61.00,60.00,60.60,2404100,58.64
2014-03-03,60.45,60.90,60.00,60.10,2487700,58.15
2014-02-28,60.60,61.10,60.20,60.55,3262300,58.59
2014-02-27,60.25,61.20,60.15,60.80,4258200,58.83
2014-02-26,60.70,60.80,60.00,60.10,3052100,58.15
2014-02-25,60.65,60.80,60.30,60.45,1853900,58.49
2014-02-24,60.25,60.40,59.75,59.85,1140300,57.91
2014-02-21,59.85,60.35,59.60,60.25,2059400,58.30
2014-02-20,59.60,60.10,59.10,59.55,1665700,57.62
2014-02-19,59.60,59.95,59.50,59.90,1311300,57.96
2014-02-18,59.85,59.95,59.45,59.50,1319200,57.57
2014-02-17,59.60,59.65,59.35,59.60,1300400,57.67
2014-02-14,59.45,59.65,59.05,59.60,1698200,57.67
2014-02-13,59.35,59.70,58.55,59.45,2503800,57.52
2014-02-12,59.65,60.00,59.00,59.85,3521500,57.91
2014-02-11,60.35,60.35,59.15,59.60,3260700,57.67
2014-02-10,58.10,58.20,57.70,58.05,2770700,56.17
2014-02-07,57.55,58.40,57.55,58.20,3319100,56.31
2014-02-06,57.70,58.55,57.70,58.10,3712600,56.22
2014-02-05,59.00,59.00,58.00,58.15,3867100,56.27
2014-02-04,58.15,59.00,58.15,58.85,4281800,56.94
2014-02-03,58.60,58.60,58.60,58.60,000,56.70
2014-01-31,58.60,58.60,58.60,58.60,000,56.70
2014-01-30,59.00,59.00,58.30,58.60,2349200,56.70
2014-01-29,59.00,59.40,58.80,58.80,3666400,56.90
2014-01-28,59.60,59.60,59.00,59.15,3525200,57.23
2014-01-27,59.65,60.10,59.05,59.20,3484100,57.28
2014-01-24,60.60,60.80,59.90,60.00,3352600,58.06
2014-01-23,61.15,61.50,60.50,60.60,2191600,58.64
2014-01-22,60.70,61.15,60.65,60.75,1506800,58.78
2014-01-21,61.05,61.30,60.65,60.80,972200,58.83
2014-01-20,61.35,61.35,60.35,60.90,1315400,58.93
2014-01-17,60.85,62.30,60.60,61.35,3067800,59.36
2014-01-16,60.55,61.10,60.40,61.00,3026100,59.02
2014-01-15,60.25,60.45,59.90,60.00,1526200,58.06
2014-01-14,60.50,60.50,59.95,60.05,2280400,58.10
2014-01-13,60.85,60.85,60.05,60.20,1501900,58.25
2014-01-10,60.10,60.50,60.00,60.45,2056000,58.49
2014-01-09,60.00,60.55,60.00,60.05,2020900,58.10
2014-01-08,60.25,60.55,59.80,60.45,2284400,58.49
2014-01-07,60.15,60.50,60.00,60.05,1804100,58.10
2014-01-06,60.50,60.60,60.00,60.15,2925900,58.20
2014-01-03,60.90,61.10,60.20,60.30,5340700,58.35
2014-01-02,61.50,61.80,61.10,61.50,1584600,59.51
2014-01-01,61.30,61.30,61.30,61.30,000,59.31
2013-12-31,61.40,61.65,61.20,61.30,993200,59.31
2013-12-30,61.80,61.90,61.35,61.40,1517900,59.41
2013-12-27,61.35,61.75,61.35,61.55,923800,59.56
2013-12-26,61.70,61.70,61.70,61.70,000,59.70
2013-12-25,61.70,61.70,61.70,61.70,000,59.70
2013-12-24,60.80,61.75,60.50,61.70,1589800,59.70
2013-12-23,60.65,60.65,60.15,60.60,2021400,58.64
2013-12-20,60.75,60.95,60.20,60.35,4073200,58.40
2013-12-19,61.35,61.55,60.00,60.35,5558700,58.40
2013-12-18,61.35,61.50,61.00,61.20,3264700,59.22
2013-12-17,62.20,62.20,60.95,61.10,4346800,59.12
2013-12-16,61.80,61.90,61.30,61.50,2189100,59.51
2013-12-13,62.25,62.25,61.50,61.75,2826400,59.75
2013-12-12,62.50,62.50,61.60,61.90,3486100,59.89
2013-12-11,62.25,62.50,61.55,61.60,3950200,59.60
2013-12-10,63.00,63.00,62.40,62.55,1689700,60.52
2013-12-09,63.00,63.00,62.45,62.60,1464900,60.57
2013-12-06,62.40,63.00,62.40,62.40,2492800,60.38
2013-12-05,62.60,62.85,62.20,62.45,1818600,60.43
2013-12-04,62.90,63.20,62.60,62.85,2734200,60.81
2013-12-03,63.00,63.30,62.75,63.05,3001100,61.01
2013-12-02,63.00,63.15,62.60,63.00,2713500,60.96
2013-11-29,63.75,63.80,63.50,63.55,2136700,60.98
2013-11-28,63.55,63.75,63.25,63.55,1900700,60.98
2013-11-27,63.60,63.70,63.30,63.55,3113300,60.98
2013-11-26,63.10,63.85,63.10,63.65,5072800,61.07
2013-11-25,63.15,63.20,62.80,63.10,1500600,60.55
2013-11-22,62.50,63.15,62.50,62.95,2469300,60.40
2013-11-21,62.60,63.05,62.60,63.00,2942500,60.45
2013-11-20,62.30,62.80,62.10,62.65,3887400,60.12
2013-11-19,62.20,62.45,62.00,62.15,2554700,59.64
2013-11-18,61.85,62.00,61.45,61.70,2841400,59.20
2013-11-15,61.00,61.55,61.00,61.45,2065500,58.96
2013-11-14,61.40,61.65,61.00,61.00,5812100,58.53
2013-11-13,61.55,61.75,61.40,61.45,4175200,58.96
2013-11-12,61.80,61.90,61.50,61.55,2373100,59.06
2013-11-11,61.50,61.95,61.50,61.75,2323000,59.25
2013-11-08,61.95,62.00,61.60,61.70,2833300,59.20
2013-11-07,61.80,62.00,61.50,61.70,1992700,59.20
2013-11-06,61.65,62.10,61.60,61.80,3131700,59.30
2013-11-05,62.30,62.45,61.80,62.05,1606300,59.54
2013-11-04,62.70,62.80,62.15,62.50,1406300,59.97
2013-11-01,62.35,62.60,62.05,62.50,1396800,59.97
2013-10-31,62.40,62.45,62.10,62.40,2162600,59.88
2013-10-30,62.05,62.55,61.90,62.40,3090400,59.88
2013-10-29,61.95,62.20,61.85,61.95,2677300,59.44
2013-10-28,61.40,61.80,61.40,61.70,1651800,59.20
2013-10-25,61.40,61.60,61.30,61.45,3555000,58.96
2013-10-24,61.50,62.05,61.40,61.45,3847900,58.96
2013-10-23,62.35,62.40,61.50,61.60,5640200,59.11
2013-10-22,61.90,62.20,61.80,61.85,4123000,59.35
2013-10-21,62.25,62.45,61.90,62.00,4258600,59.49
2013-10-18,62.75,62.75,62.00,62.05,4913600,59.54
2013-10-17,62.60,62.80,62.05,62.15,2751400,59.64
2013-10-16,62.80,62.80,62.20,62.25,2498900,59.73
2013-10-15,62.90,62.95,62.45,62.55,3485800,60.02
2013-10-14,62.50,62.50,62.50,62.50,000,59.97
2013-10-11,63.20,63.20,62.50,62.50,3046000,59.97
2013-10-10,62.95,63.00,62.05,62.20,3408500,59.68
2013-10-09,63.15,63.15,62.55,62.60,2468400,60.07
2013-10-08,62.80,63.30,62.80,63.00,2109400,60.45
2013-10-07,63.35,63.35,62.65,62.70,2017400,60.16
2013-10-04,62.60,63.35,62.60,63.00,2745900,60.45
2013-10-03,63.50,63.60,62.65,63.15,2178100,60.59
2013-10-02,62.50,63.35,62.50,63.30,3721400,60.74
2013-10-01,63.15,63.15,63.15,63.15,000,60.59
2013-09-30,63.50,63.80,62.85,63.15,4129500,60.59
2013-09-27,64.10,64.25,63.70,63.80,2390300,61.22
2013-09-26,64.15,64.30,63.60,63.95,2230400,61.36
2013-09-25,64.05,64.40,63.65,63.90,2701100,61.31
2013-09-24,63.80,64.20,63.60,64.10,2385300,61.51
2013-09-23,64.15,64.50,63.50,63.80,2051400,61.22
2013-09-20,64.05,64.05,64.05,64.05,000,61.46
2013-09-19,64.00,64.40,64.00,64.05,5038800,61.46
2013-09-18,63.90,63.90,63.50,63.65,2755600,61.07
2013-09-17,63.40,63.70,63.00,63.50,2201800,60.93
2013-09-16,63.50,63.70,63.00,63.40,2040100,60.83
2013-09-13,63.15,63.20,62.80,63.10,3081900,60.55
2013-09-12,63.00,63.10,62.65,62.65,2495200,60.12
2013-09-11,62.65,63.00,62.60,62.80,2754200,60.26
2013-09-10,62.85,63.00,62.30,62.50,2828700,59.97
2013-09-09,63.50,63.50,62.70,62.80,1279000,60.26
2013-09-06,62.75,63.00,62.55,62.65,3499500,60.12
2013-09-05,63.00,63.30,62.50,62.95,4336800,60.40
2013-09-04,62.40,62.50,62.00,62.40,2317000,59.88
2013-09-03,62.70,62.70,62.15,62.45,1834000,59.92
2013-09-02,61.50,62.55,61.50,62.10,2172100,59.59
2013-08-30,61.45,62.10,61.45,62.00,3834600,58.98
2013-08-29,61.95,61.95,61.40,61.65,2540600,58.65
2013-08-28,62.25,62.25,61.40,61.45,3392000,58.46
2013-08-27,62.05,62.15,61.70,61.70,2596600,58.70
2013-08-26,62.00,62.35,61.70,61.75,3616600,58.75
2013-08-23,61.75,62.15,61.65,61.80,4444800,58.79
2013-08-22,61.50,62.05,61.50,61.85,4081200,58.84
2013-08-21,62.20,62.30,61.80,61.85,6038000,58.84
2013-08-20,63.85,64.20,62.35,62.40,8311800,59.36
2013-08-19,64.20,64.35,63.85,63.90,1677400,60.79
2013-08-16,64.50,64.50,63.75,64.35,2945000,61.22
2013-08-15,64.45,64.50,63.95,64.35,2520000,61.22
2013-08-14,64.15,64.15,64.15,64.15,000,61.03
2013-08-13,64.50,64.65,63.70,64.15,3642800,61.03
2013-08-12,64.40,65.00,63.90,64.45,3535800,61.31
2013-08-09,64.25,64.50,63.70,64.20,1773800,61.08
2013-08-08,64.00,64.35,63.60,64.25,1366400,61.12
2013-08-07,64.05,64.60,63.65,63.80,2195100,60.70
2013-08-06,64.80,64.80,64.00,64.40,1045900,61.27
2013-08-05,64.95,64.95,64.30,64.70,1351700,61.55
2013-08-02,64.95,64.95,64.50,64.85,1520800,61.69
2013-08-01,63.35,64.70,63.35,64.45,2028200,61.31
2013-07-31,64.55,64.75,64.10,64.30,1861300,61.17
2013-07-30,64.50,64.65,64.00,64.35,1898400,61.22
2013-07-29,64.00,64.80,64.00,64.35,1364000,61.22
2013-07-26,64.50,64.90,64.10,64.35,1167000,61.22
2013-07-25,64.55,64.70,63.90,64.10,2780100,60.98
2013-07-24,64.95,64.95,64.35,64.85,1576000,61.69
2013-07-23,64.20,64.75,63.80,64.65,3204500,61.50
2013-07-22,64.00,64.05,63.40,63.75,1162600,60.65
2013-07-19,63.50,63.90,63.05,63.60,1588100,60.50
2013-07-18,63.85,63.85,63.35,63.70,1126000,60.60
2013-07-17,64.00,64.00,63.50,63.65,1225300,60.55
2013-07-16,64.10,64.10,63.55,63.95,1577700,60.84
2013-07-15,64.25,64.30,63.50,63.90,1416900,60.79
2013-07-12,64.00,64.20,63.75,63.90,3673200,60.79
2013-07-11,63.00,63.80,62.85,63.65,2985200,60.55
2013-07-10,63.00,63.00,62.20,62.90,2349600,59.84
2013-07-09,62.65,62.75,62.10,62.55,1590900,59.51
2013-07-08,63.15,63.20,61.40,62.40,3289100,59.36
2013-07-05,62.80,63.40,62.65,63.15,1584900,60.08
2013-07-04,62.00,62.75,62.00,62.60,1273100,59.55
2013-07-03,62.50,62.90,61.80,61.90,2182700,58.89
2013-07-02,64.00,64.00,62.30,62.70,4119500,59.65
2013-07-01,62.75,62.75,62.75,62.75,000,59.70
2013-06-28,63.00,63.00,62.05,62.75,3709200,59.70
2013-06-27,61.80,62.75,61.80,62.35,2567000,59.32
2013-06-26,61.50,62.05,61.00,62.05,3904000,59.03
2013-06-25,61.80,62.25,61.00,61.40,3850700,58.41
2013-06-24,61.50,62.00,61.25,61.30,3163100,58.32
2013-06-21,61.05,62.35,61.05,61.80,4896800,58.79
2013-06-20,63.20,63.45,62.25,62.30,6320700,59.27
2013-06-19,63.05,63.85,63.00,63.65,4173400,60.55
2013-06-18,63.00,63.50,62.80,63.45,3832800,60.36
2013-06-17,63.00,63.95,63.00,63.60,2161600,60.50
2013-06-14,62.80,63.20,62.65,63.00,2970300,59.93
2013-06-13,64.45,64.45,62.60,62.65,6267800,59.60
2013-06-12,63.10,63.10,63.10,63.10,000,60.03
2013-06-11,63.15,63.95,63.05,63.10,4581400,60.03
2013-06-10,63.60,63.90,63.05,63.55,4127200,60.46
2013-06-07,64.10,64.55,63.55,63.70,5114900,60.60
2013-06-06,64.70,64.70,64.00,64.05,5031800,60.93
2013-06-05,65.05,65.35,64.05,64.45,6750900,61.31
2013-06-04,65.50,65.55,65.00,65.50,3444800,62.31
2013-06-03,65.00,66.10,65.00,65.60,4372100,62.41
2013-05-31,66.80,66.90,65.35,65.55,8675500,62.36
2013-05-30,68.60,68.80,66.80,66.95,11727200,63.19
2013-05-29,69.25,69.65,69.15,69.20,3277000,65.31
2013-05-28,69.80,69.90,69.35,69.85,1760700,65.92
2013-05-27,69.20,69.60,68.80,69.50,1444500,65.59
2013-05-24,68.20,69.40,68.15,69.30,3728900,65.41
2013-05-23,69.00,69.35,68.10,68.20,5860800,64.37
2013-05-22,69.50,69.85,68.95,69.25,2748600,65.36
2013-05-21,68.65,69.60,68.65,69.55,3583100,65.64
2013-05-20,68.90,69.20,68.70,69.05,2402500,65.17
2013-05-17,68.50,68.50,68.50,68.50,000,64.65
2013-05-16,68.50,69.10,68.10,68.50,1775200,64.65
2013-05-15,69.00,69.00,68.50,68.80,1445300,64.93
2013-05-14,68.80,69.20,68.50,68.70,2447000,64.84
2013-05-13,68.55,68.95,68.20,68.35,1973200,64.51
2013-05-10,68.70,68.90,68.45,68.90,2183000,65.03
2013-05-09,68.30,68.80,68.25,68.80,1182300,64.93
2013-05-08,68.80,68.80,68.20,68.65,1516500,64.79
2013-05-07,68.80,68.80,68.00,68.50,2638000,64.65
2013-05-06,68.90,68.90,68.35,68.60,1363800,64.75
2013-05-03,68.70,68.95,68.30,68.60,1427000,64.75
2013-05-02,67.65,68.45,67.65,68.45,1867800,64.60
2013-05-01,68.40,68.40,68.40,68.40,000,64.56
2013-04-30,68.40,68.60,68.00,68.40,2840600,64.56
2013-04-29,68.25,68.35,67.90,68.20,1809900,64.37
2013-04-26,67.95,68.20,67.75,68.15,2842300,64.32
2013-04-25,67.45,67.80,67.30,67.80,2091100,63.99
2013-04-24,67.70,67.70,67.20,67.30,2338800,63.52
2013-04-23,67.80,67.80,67.10,67.30,1473400,63.52
2013-04-22,66.90,67.70,66.90,67.50,1854700,63.71
2013-04-19,67.30,67.30,66.75,67.05,2459900,63.28
2013-04-18,66.90,67.40,66.80,67.05,2462400,63.28
2013-04-17,67.90,67.90,66.90,67.10,2302900,63.33
2013-04-16,67.10,67.75,66.75,67.50,2912800,63.71
2013-04-15,67.95,68.15,67.05,67.10,2018500,63.33
2013-04-12,68.05,68.10,67.75,67.95,1694300,64.13
2013-04-11,68.15,68.20,67.60,67.80,1606000,63.99
2013-04-10,67.35,68.05,67.10,68.00,2245000,64.18
2013-04-09,67.75,67.85,67.40,67.55,1734200,63.75
2013-04-08,67.30,67.30,66.80,67.10,2331600,63.33
2013-04-05,69.40,69.40,66.90,66.95,5148700,63.19
2013-04-04,68.80,68.80,68.80,68.80,000,64.93
2013-04-03,68.80,68.85,68.40,68.80,3198000,64.93
2013-04-02,68.30,68.45,67.95,68.45,2889200,64.60
2013-04-01,68.00,68.00,68.00,68.00,000,64.18
2013-03-29,68.00,68.00,68.00,68.00,000,64.18
2013-03-28,68.00,68.15,67.50,68.00,4961500,64.18
2013-03-27,67.50,67.80,67.45,67.70,2270500,63.90
2013-03-26,67.60,67.70,67.25,67.65,2390500,63.85
2013-03-25,67.50,67.65,67.30,67.60,3253100,63.80
2013-03-22,67.00,67.50,67.00,67.35,3465700,63.57
2013-03-21,67.00,67.40,66.75,67.35,3873700,63.57
2013-03-20,66.80,66.90,66.50,66.85,5627600,63.09
2013-03-19,66.50,67.00,66.20,66.75,4373100,63.00
2013-03-18,66.35,66.60,66.00,66.15,5457700,62.43
2013-03-15,66.90,67.00,66.20,66.55,6958600,62.81
2013-03-14,66.05,66.60,65.95,66.60,6158900,62.86
2013-03-13,67.00,67.00,65.90,66.30,6220100,62.57
2013-03-12,67.10,67.20,66.75,66.80,3761400,63.05
2013-03-11,67.35,67.35,66.90,67.00,4429800,63.23
2013-03-08,67.50,67.50,66.75,67.00,7116000,63.23
2013-03-07,67.80,68.45,67.80,68.25,6909500,63.49
2013-03-06,67.95,68.10,67.60,68.00,3602900,63.26
2013-03-05,67.85,67.90,67.70,67.85,3942800,63.12
2013-03-04,67.70,67.95,67.05,67.85,5726100,63.12
2013-03-01,66.50,67.70,66.50,67.55,7558200,62.84
2013-02-28,66.80,66.90,66.20,66.75,6008500,62.09
2013-02-27,66.50,66.85,66.30,66.55,5533300,61.91
2013-02-26,66.80,67.00,66.50,66.85,4436300,62.19
2013-02-25,67.25,67.25,66.50,66.50,3716300,61.86
2013-02-22,66.80,66.90,66.50,66.85,3044400,62.19
2013-02-21,66.60,66.95,66.30,66.65,3547200,62.00
2013-02-20,67.10,67.10,66.75,66.95,4151300,62.28
2013-02-19,66.80,67.00,66.50,66.70,3708300,62.05
2013-02-18,66.00,66.50,66.00,66.50,1871800,61.86
2013-02-15,66.50,66.55,66.25,66.35,2893400,61.72
2013-02-14,66.80,66.80,66.25,66.50,3402400,61.86
2013-02-13,66.60,66.60,66.60,66.60,000,61.95
2013-02-12,66.60,66.60,66.60,66.60,000,61.95
2013-02-11,66.60,66.60,66.60,66.60,000,61.95
2013-02-08,66.30,66.80,66.30,66.60,3477900,61.95
2013-02-07,66.45,66.50,66.20,66.35,4604200,61.72
2013-02-06,66.10,66.45,65.90,66.05,3533700,61.44
2013-02-05,66.50,66.50,65.70,65.90,3078200,61.30
2013-02-04,66.30,66.50,66.00,66.20,3042000,61.58
2013-02-01,65.85,66.20,65.80,65.95,2995200,61.35
2013-01-31,66.00,66.30,65.80,65.95,3876800,61.35
2013-01-30,66.00,66.30,66.00,66.05,3778800,61.44
2013-01-29,65.70,66.15,65.40,65.90,4759800,61.30
2013-01-28,65.45,65.65,65.30,65.50,4101200,60.93
2013-01-25,65.05,65.45,65.05,65.30,2442100,60.75
2013-01-24,65.30,65.45,65.15,65.35,2929900,60.79
2013-01-23,64.85,65.30,64.85,65.15,3723100,60.61
2013-01-22,64.95,65.10,64.90,65.00,2295900,60.47
2013-01-21,64.85,65.00,64.85,64.95,2257600,60.42
2013-01-18,65.00,65.10,64.80,64.95,3879500,60.42
2013-01-17,65.10,65.10,64.90,65.05,2601500,60.51
2013-01-16,65.00,65.10,64.85,64.90,3865400,60.37
2013-01-15,65.30,65.30,64.95,65.15,4326400,60.61
2013-01-14,65.05,65.30,64.95,64.95,3800400,60.42
2013-01-11,65.05,65.35,65.05,65.05,3203800,60.51
2013-01-10,65.10,65.45,65.05,65.35,3760300,60.79
2013-01-09,65.30,65.40,65.00,65.30,3192500,60.75
2013-01-08,65.00,65.25,65.00,65.20,3523400,60.65
2013-01-07,65.20,65.35,64.95,65.10,3571400,60.56
2013-01-04,64.85,65.35,64.80,65.20,3423200,60.65
2013-01-03,65.15,65.45,64.80,64.85,6446900,60.33
2013-01-02,65.15,65.45,65.05,65.40,5887600,60.84
2013-01-01,64.85,64.85,64.85,64.85,000,60.33
2012-12-31,64.80,65.10,64.75,64.85,1982300,60.33
2012-12-28,64.50,65.00,64.40,64.80,4931100,60.28
2012-12-27,64.45,64.85,64.40,64.50,3921300,60.00
2012-12-26,64.30,64.30,64.30,64.30,000,59.82
2012-12-25,64.30,64.30,64.30,64.30,000,59.82
2012-12-24,64.25,64.55,64.25,64.30,2197100,59.82
2012-12-21,64.15,64.45,63.90,64.25,7281100,59.77
2012-12-20,64.00,64.20,64.00,64.10,9147800,59.63
2012-12-19,64.85,64.90,64.25,64.30,10666500,59.82
2012-12-18,64.50,64.90,64.50,64.80,7200300,60.28
2012-12-17,65.00,65.30,64.75,64.80,5993300,60.28
2012-12-14,65.00,65.20,64.95,65.15,10192500,60.61
2012-12-13,64.75,65.20,63.80,64.80,44484400,60.28
2012-12-12,67.40,67.65,67.00,67.20,2731600,62.51
2012-12-11,66.90,67.60,66.90,67.40,1901700,62.70
2012-12-10,67.15,67.35,66.90,67.25,2078400,62.56
2012-12-07,67.60,67.60,66.90,67.00,2145900,62.33
